1,Sell Short,3/11/14 10:00, Sell ,@CL,$108.34 ,$0.00 ,1,"$2,089.62 ",1.95%,"$2,790.00 ",95.22%,,$0.19 ,$10.00 
75,Sell Short,11/10/15 10:00, Sell ,@CL,$50.99 ,$0.00 ,1,($450.38),-0.84%,$210.00 ,32.81%,,$0.19 ,$10.00 
,Buy to Cover,11/10/15 10:00,Stop Loss,@CL,$51.42 ,,($430.00),"$28,411.50 ",,($430.00),0.00%,-67.19%,$0.19 ,$10.00 
76,Sell Short,11/11/15 12:00, Sell ,@CL,$50.51 ,$0.00 ,1,"$1,359.62 ",2.73%,"$1,920.00 ",98.46%,,$0.19 ,$10.00 
,Buy to Cover,11/13/15 5:00,Exit Short,@CL,$49.13 ,,"$1,380.00 ","$29,771.12 ",,($30.00),72.31%,70.77%,$0.19 ,$10.00 
77,Sell Short,11/20/15 8:00, Sell ,@CL,$47.57 ,$0.00 ,1,($360.38),-0.71%,$40.00 ,10.53%,,$0.19 ,$10.00 
,Buy to Cover,11/20/15 10:00,Stop Loss,@CL,$47.91 ,,($340.00),"$29,410.74 ",,($340.00),0.00%,-89.47%,$0.19 ,$10.00 
78,Sell Short,11/20/15 16:00, Sell ,@CL,$47.74 ,$0.00 ,1,$339.62 ,0.75%,"$1,170.00 ",93.60%,,$0.19 ,$10.00 
,Buy to Cover,11/23/15 8:00,Exit Short,@CL,$47.38 ,,$360.00 ,"$29,750.36 ",,($80.00),35.20%,28.80%,$0.19 ,$10.00 
79,Sell Short,11/30/15 14:00, Sell ,@CL,$47.92 ,$0.00 ,1,($190.38),-0.35%,$240.00 ,51.06%,,$0.19 ,$10.00 
,Buy to Cover,12/1/15 1:00,Exit Short,@CL,$48.09 ,,($170.00),"$29,559.98 ",,($230.00),12.77%,-36.17%,$0.19 ,$10.00 
80,Sell Short,12/2/15 6:00, Sell ,@CL,$47.62 ,$0.00 ,1,($250.38),-0.48%,$690.00 ,75.00%,,$0.19 ,$10.00 
,Buy to Cover,12/2/15 11:00,Stop Loss,@CL,$47.85 ,,($230.00),"$29,309.60 ",,($230.00),0.00%,-25.00%,$0.19 ,$10.00 
81,Sell Short,12/9/15 13:00, Sell ,@CL,$43.47 ,$0.00 ,1,"$1,999.62 ",4.65%,"$2,780.00 ",92.36%,,$0.19 ,$10.00 
,Buy to Cover,12/14/15 10:00,Exit Short,@CL,$41.45 ,,"$2,020.00 ","$31,309.22 ",,($230.00),74.75%,67.11%,$0.19 ,$10.00 
82,Sell Short,12/18/15 8:00, Sell ,@CL,$40.78 ,$0.00 ,1,($360.38),-0.83%,$130.00 ,27.66%,,$0.19 ,$10.00 
,Buy to Cover,12/18/15 10:00,Stop Loss,@CL,$41.12 ,,($340.00),"$30,948.84 ",,($340.00),0.00%,-72.34%,$0.19 ,$10.00 
83,Sell Short,12/21/15 9:00, Sell ,@CL,$40.45 ,$0.00 ,1,($350.38),-0.82%,$20.00 ,5.71%,,$0.19 ,$10.00 
,Buy to Cover,12/21/15 9:00,Stop Loss,@CL,$40.78 ,,($330.00),"$30,598.46 ",,($330.00),0.00%,-94.29%,$0.19 ,$10.00 
84,Buy,12/22/15 13:00, Buy ,@CL,$41.36 ,$0.00 ,1,"$1,069.62 ",2.64%,"$1,520.00 ",79.17%,,$0.19 ,$10.00 
,Sell,12/24/15 8:00,Exit Long,@CL,$42.45 ,,"$1,090.00 ","$31,668.08 ",,($400.00),77.60%,56.77%,$0.19 ,$10.00 
85,Sell Short,2/5/16 10:00, Sell ,@CL,$35.38 ,$0.00 ,1,$979.62 ,2.83%,"$1,850.00 ",72.27%,,$0.19 ,$10.00 
,Buy to Cover,2/8/16 12:00,Exit Short,@CL,$34.38 ,,"$1,000.00 ","$32,647.70 ",,($710.00),66.80%,39.06%,$0.19 ,$10.00 
86,Sell Short,2/9/16 9:00, Sell ,@CL,$33.65 ,$0.00 ,1,"$2,279.62 ",6.84%,"$3,470.00 ",87.41%,,$0.19 ,$10.00 
,Buy to Cover,2/11/16 11:00,Exit Short,@CL,$31.35 ,,"$2,300.00 ","$34,927.32 ",,($500.00),70.53%,57.93%,$0.19 ,$10.00 
87,Buy,3/2/16 12:00, Buy ,@CL,$36.39 ,$0.00 ,1,($260.38),-0.66%,$580.00 ,62.37%,,$0.19 ,$10.00 
,Sell,3/3/16 10:00,Exit Long,@CL,$36.15 ,,($240.00),"$34,666.94 ",,($350.00),11.83%,-25.81%,$0.19 ,$10.00 
88,Buy,3/3/16 12:00, Buy ,@CL,$36.91 ,$0.00 ,1,($550.38),-1.44%,$100.00 ,15.87%,,$0.19 ,$10.00 
,Sell,3/3/16 12:00,Stop Loss,@CL,$36.38 ,,($530.00),"$34,116.56 ",,($530.00),0.00%,-84.13%,$0.19 ,$10.00 
89,Buy,3/22/16 12:00, Buy ,@CL,$41.96 ,$0.00 ,1,($690.38),-1.60%,$20.00 ,2.90%,,$0.19 ,$10.00 
,Sell,3/23/16 1:00,Stop Loss,@CL,$41.29 ,,($670.00),"$33,426.18 ",,($670.00),0.00%,-97.10%,$0.19 ,$10.00 
90,Sell Short,3/23/16 10:00, Sell ,@CL,$41.21 ,$0.00 ,1,"$1,699.62 ",4.17%,"$2,540.00 ",98.83%,,$0.19 ,$10.00 
,Buy to Cover,3/24/16 13:00,Exit Short,@CL,$39.49 ,,"$1,720.00 ","$35,125.80 ",,($30.00),68.09%,66.93%,$0.19 ,$10.00 
91,Sell Short,4/1/16 7:00, Sell ,@CL,$38.04 ,$0.00 ,1,$899.62 ,2.42%,"$1,520.00 ",95.00%,,$0.19 ,$10.00 
,Buy to Cover,4/4/16 7:00,Exit Short,@CL,$37.12 ,,$920.00 ,"$36,025.42 ",,($80.00),62.50%,57.50%,$0.19 ,$10.00 
92,Sell Short,5/2/16 11:00, Sell ,@CL,$44.30 ,$0.00 ,1,($40.38),-0.05%,$770.00 ,80.21%,,$0.19 ,$10.00 
,Buy to Cover,5/3/16 4:00,Exit Short,@CL,$44.32 ,,($20.00),"$35,985.04 ",,($190.00),17.71%,-2.08%,$0.19 ,$10.00 
93,Sell Short,5/4/16 13:00, Sell ,@CL,$42.62 ,$0.00 ,1,($260.38),-0.56%,$410.00 ,53.25%,,$0.19 ,$10.00 
,Buy to Cover,5/4/16 16:00,Exit Short,@CL,$42.86 ,,($240.00),"$35,724.66 ",,($360.00),15.58%,-31.17%,$0.19 ,$10.00 
94,Sell Short,6/27/16 9:00, Sell ,@CL,$44.91 ,$0.00 ,1,$379.62 ,0.89%,"$1,300.00 ",98.48%,,$0.19 ,$10.00 
,Buy to Cover,6/27/16 17:00,Exit Short,@CL,$44.51 ,,$400.00 ,"$36,104.28 ",,($20.00),31.82%,30.30%,$0.19 ,$10.00 
95,Sell Short,7/11/16 14:00, Sell ,@CL,$42.47 ,$0.00 ,1,($330.38),-0.73%,$270.00 ,38.03%,,$0.19 ,$10.00 
,Buy to Cover,7/12/16 4:00,Exit Short,@CL,$42.78 ,,($310.00),"$35,773.90 ",,($440.00),18.31%,-43.66%,$0.19 ,$10.00 
96,Buy,7/15/16 9:00, Buy ,@CL,$43.62 ,$0.00 ,1,($160.38),-0.32%,$490.00 ,60.49%,,$0.19 ,$10.00 
,Sell,7/18/16 8:00,Exit Long,@CL,$43.48 ,,($140.00),"$35,613.52 ",,($320.00),22.22%,-17.28%,$0.19 ,$10.00 
97,Sell Short,7/27/16 7:00, Sell ,@CL,$39.66 ,$0.00 ,1,($320.38),-0.76%,$60.00 ,16.67%,,$0.19 ,$10.00 
,Buy to Cover,7/27/16 9:00,Stop Loss,@CL,$39.96 ,,($300.00),"$35,293.14 ",,($300.00),0.00%,-83.33%,$0.19 ,$10.00 
98,Buy,8/5/16 16:00, Buy ,@CL,$38.94 ,$0.00 ,1,$929.62 ,2.44%,"$1,530.00 ",96.84%,,$0.19 ,$10.00 
,Sell,8/8/16 16:00,Exit Long,@CL,$39.89 ,,$950.00 ,"$36,222.76 ",,($50.00),63.29%,60.13%,$0.19 ,$10.00 
99,Buy,8/26/16 10:00, Buy ,@CL,$43.76 ,$0.00 ,1,($290.38),-0.62%,$160.00 ,37.21%,,$0.19 ,$10.00 
,Sell,8/26/16 11:00,Stop Loss,@CL,$43.49 ,,($270.00),"$35,932.38 ",,($270.00),0.00%,-62.79%,$0.19 ,$10.00 
100,Sell Short,8/29/16 10:00, Sell ,@CL,$43.09 ,$0.00 ,1,($320.38),-0.70%,$120.00 ,28.57%,,$0.19 ,$10.00 
,Buy to Cover,8/29/16 14:00,Stop Loss,@CL,$43.39 ,,($300.00),"$35,612.00 ",,($300.00),0.00%,-71.43%,$0.19 ,$10.00 
101,Sell Short,9/14/16 9:00, Sell ,@CL,$41.21 ,$0.00 ,1,$979.62 ,2.43%,"$1,540.00 ",84.62%,,$0.19 ,$10.00 
,Buy to Cover,9/15/16 7:00,Exit Short,@CL,$40.21 ,,"$1,000.00 ","$36,591.62 ",,($280.00),70.33%,54.95%,$0.19 ,$10.00 
102,Buy,10/4/16 11:00, Buy ,@CL,$44.67 ,$0.00 ,1,($380.38),-0.81%,$130.00 ,26.53%,,$0.19 ,$10.00 
,Sell,10/4/16 11:00,Stop Loss,@CL,$44.31 ,,($360.00),"$36,211.24 ",,($360.00),0.00%,-73.47%,$0.19 ,$10.00 
103,Buy,10/6/16 7:00, Buy ,@CL,$45.56 ,$0.00 ,1,$289.62 ,0.68%,$920.00 ,87.62%,,$0.19 ,$10.00 
,Sell,10/7/16 7:00,Exit Long,@CL,$45.87 ,,$310.00 ,"$36,500.86 ",,($130.00),41.90%,29.52%,$0.19 ,$10.00 
104,Buy,11/8/16 14:00, Buy ,@CL,$40.62 ,$0.00 ,1,($510.38),-1.21%,$80.00 ,13.79%,,$0.19 ,$10.00 
,Sell,11/8/16 16:00,Exit Long,@CL,$40.13 ,,($490.00),"$35,990.48 ",,($500.00),1.72%,-84.48%,$0.19 ,$10.00 
105,Buy,11/17/16 7:00, Buy ,@CL,$41.17 ,$0.00 ,1,$29.62 ,0.12%,$730.00 ,80.22%,,$0.19 ,$10.00 
,Sell,11/17/16 12:00,Exit Long,@CL,$41.22 ,,$50.00 ,"$36,020.10 ",,($180.00),25.27%,5.49%,$0.19 ,$10.00 
106,Sell Short,11/23/16 10:00, Sell ,@CL,$42.29 ,$0.00 ,1,($450.38),-1.02%,$110.00 ,20.37%,,$0.19 ,$10.00 
,Buy to Cover,11/23/16 11:00,Stop Loss,@CL,$42.72 ,,($430.00),"$35,569.72 ",,($430.00),0.00%,-79.63%,$0.19 ,$10.00 
107,Sell Short,12/13/16 19:00, Sell ,@CL,$47.23 ,$0.00 ,1,$19.62 ,0.08%,$610.00 ,64.89%,,$0.19 ,$10.00 
,Buy to Cover,12/14/16 12:00,Exit Short,@CL,$47.19 ,,$40.00 ,"$35,589.34 ",,($330.00),39.36%,4.26%,$0.19 ,$10.00 
108,Buy,12/20/16 6:00, Buy ,@CL,$46.95 ,$0.00 ,1,($10.38),0.02%,$530.00 ,79.10%,,$0.19 ,$10.00 
,Sell,12/20/16 13:00,Exit Long,@CL,$46.96 ,,$10.00 ,"$35,578.96 ",,($140.00),22.39%,1.49%,$0.19 ,$10.00 
109,Sell Short,12/30/16 10:00, Sell ,@CL,$47.33 ,$0.00 ,1,($280.38),-0.55%,$210.00 ,44.68%,,$0.19 ,$10.00 
,Buy to Cover,12/30/16 17:00,Stop Loss,@CL,$47.59 ,,($260.00),"$35,298.58 ",,($260.00),0.00%,-55.32%,$0.19 ,$10.00 
110,Buy,1/6/17 6:00, Buy ,@CL,$47.71 ,$0.00 ,1,($340.38),-0.67%,$320.00 ,50.00%,,$0.19 ,$10.00 
,Sell,1/6/17 10:00,Stop Loss,@CL,$47.39 ,,($320.00),"$34,958.20 ",,($320.00),0.00%,-50.00%,$0.19 ,$10.00 
111,Sell Short,1/16/17 8:00, Sell ,@CL,$45.89 ,$0.00 ,1,($360.38),-0.74%,$60.00 ,15.00%,,$0.19 ,$10.00 
,Buy to Cover,1/16/17 13:00,Stop Loss,@CL,$46.23 ,,($340.00),"$34,597.82 ",,($340.00),0.00%,-85.00%,$0.19 ,$10.00 
112,Sell Short,1/19/17 14:00, Sell ,@CL,$44.93 ,$0.00 ,1,($440.38),-0.93%,$130.00 ,20.31%,,$0.19 ,$10.00 
,Buy to Cover,1/20/17 5:00,Exit Short,@CL,$45.35 ,,($420.00),"$34,157.44 ",,($510.00),14.06%,-65.63%,$0.19 ,$10.00 
113,Buy,1/24/17 10:00, Buy ,@CL,$46.10 ,$0.00 ,1,($50.38),-0.07%,$390.00 ,68.42%,,$0.19 ,$10.00 
,Sell,1/24/17 16:00,Exit Long,@CL,$46.07 ,,($30.00),"$34,107.06 ",,($180.00),26.32%,-5.26%,$0.19 ,$10.00 
114,Sell Short,1/30/17 11:00, Sell ,@CL,$45.70 ,$0.00 ,1,$99.62 ,0.26%,$530.00 ,82.81%,,$0.19 ,$10.00 
,Buy to Cover,1/31/17 9:00,Exit Short,@CL,$45.58 ,,$120.00 ,"$34,206.68 ",,($110.00),35.94%,18.75%,$0.19 ,$10.00 
115,Buy,2/16/17 14:00, Buy ,@CL,$46.37 ,$0.00 ,1,($510.38),-1.06%,$80.00 ,14.04%,,$0.19 ,$10.00 
,Sell,2/17/17 6:00,Stop Loss,@CL,$45.88 ,,($490.00),"$33,696.30 ",,($490.00),0.00%,-85.96%,$0.19 ,$10.00 
116,Sell Short,3/14/17 9:00, Sell ,@CL,$40.65 ,$0.00 ,1,$149.62 ,0.42%,"$1,020.00 ",99.03%,,$0.19 ,$10.00 
,Buy to Cover,3/14/17 17:00,Exit Short,@CL,$40.48 ,,$170.00 ,"$33,845.92 ",,($10.00),17.48%,16.50%,$0.19 ,$10.00 
117,Sell Short,3/21/17 12:00, Sell ,@CL,$40.80 ,$0.00 ,1,$939.62 ,2.35%,"$1,740.00 ",99.43%,,$0.19 ,$10.00 
,Buy to Cover,3/22/17 13:00,Exit Short,@CL,$39.84 ,,$960.00 ,"$34,785.54 ",,($10.00),55.43%,54.86%,$0.19 ,$10.00 
118,Buy,4/11/17 14:00, Buy ,@CL,$45.27 ,$0.00 ,1,$249.62 ,0.60%,$540.00 ,83.08%,,$0.19 ,$10.00 
,Sell,4/12/17 11:00,Exit Long,@CL,$45.54 ,,$270.00 ,"$35,035.16 ",,($110.00),58.46%,41.54%,$0.19 ,$10.00 
119,Sell Short,4/16/17 19:00, Sell ,@CL,$45.02 ,$0.00 ,1,($190.38),-0.38%,$340.00 ,60.71%,,$0.19 ,$10.00 
,Buy to Cover,4/17/17 10:00,Exit Short,@CL,$45.19 ,,($170.00),"$34,844.78 ",,($220.00),8.93%,-30.36%,$0.19 ,$10.00 
120,Sell Short,4/19/17 12:00, Sell ,@CL,$44.20 ,$0.00 ,1,"$1,409.62 ",3.24%,"$2,100.00 ",95.02%,,$0.19 ,$10.00 
,Buy to Cover,4/19/17 22:00,Exit Short,@CL,$42.77 ,,"$1,430.00 ","$36,254.40 ",,($110.00),69.68%,64.71%,$0.19 ,$10.00 
121,Sell Short,4/21/17 11:00, Sell ,@CL,$42.11 ,$0.00 ,1,$699.62 ,1.71%,"$1,320.00 ",100.00%,,$0.19 ,$10.00 
,Buy to Cover,4/23/17 20:00,Exit Short,@CL,$41.39 ,,$720.00 ,"$36,954.02 ",,$0.00 ,54.55%,54.55%,$0.19 ,$10.00 
122,Sell Short,4/26/17 10:00, Sell ,@CL,$40.71 ,$0.00 ,1,($290.38),-0.66%,$180.00 ,40.00%,,$0.19 ,$10.00 
,Buy to Cover,4/26/17 11:00,Stop Loss,@CL,$40.98 ,,($270.00),"$36,663.64 ",,($270.00),0.00%,-60.00%,$0.19 ,$10.00 
123,Sell Short,4/27/17 6:00, Sell ,@CL,$40.65 ,$0.00 ,1,($190.38),-0.42%,$20.00 ,10.53%,,$0.19 ,$10.00 
,Buy to Cover,4/27/17 6:00,Stop Loss,@CL,$40.82 ,,($170.00),"$36,473.26 ",,($170.00),0.00%,-89.47%,$0.19 ,$10.00 
124,Sell Short,5/1/17 10:00, Sell ,@CL,$40.49 ,$0.00 ,1,($130.38),-0.27%,$360.00 ,60.00%,,$0.19 ,$10.00 
,Buy to Cover,5/2/17 6:00,Exit Short,@CL,$40.60 ,,($110.00),"$36,342.88 ",,($240.00),21.67%,-18.33%,$0.19 ,$10.00 
125,Sell Short,5/3/17 19:00, Sell ,@CL,$39.19 ,$0.00 ,1,"$2,899.62 ",7.45%,"$3,840.00 ",96.24%,,$0.19 ,$10.00 
,Buy to Cover,5/5/17 4:00,Exit Short,@CL,$36.27 ,,"$2,920.00 ","$39,242.50 ",,($150.00),76.94%,73.18%,$0.19 ,$10.00 
126,Sell Short,5/9/17 11:00, Sell ,@CL,$37.64 ,$0.00 ,1,($390.38),-0.98%,$90.00 ,19.57%,,$0.19 ,$10.00 
,Buy to Cover,5/9/17 11:00,Stop Loss,@CL,$38.01 ,,($370.00),"$38,852.12 ",,($370.00),0.00%,-80.43%,$0.19 ,$10.00 
127,Buy,5/12/17 10:00, Buy ,@CL,$39.62 ,$0.00 ,1,($290.38),-0.68%,$20.00 ,6.90%,,$0.19 ,$10.00 
,Sell,5/12/17 10:00,Stop Loss,@CL,$39.35 ,,($270.00),"$38,561.74 ",,($270.00),0.00%,-93.10%,$0.19 ,$10.00 
128,Buy,5/12/17 16:00, Buy ,@CL,$39.44 ,$0.00 ,1,"$1,309.62 ",3.37%,"$1,810.00 ",94.76%,,$0.19 ,$10.00 
,Sell,5/15/17 12:00,Exit Long,@CL,$40.77 ,,"$1,330.00 ","$39,871.36 ",,($100.00),74.87%,69.63%,$0.19 ,$10.00 
129,Buy,5/18/17 12:00, Buy ,@CL,$40.80 ,$0.00 ,1,"$1,339.62 ",3.33%,"$1,880.00 ",96.41%,,$0.19 ,$10.00 
,Sell,5/23/17 1:00,Exit Long,@CL,$42.16 ,,"$1,360.00 ","$41,210.98 ",,($70.00),73.33%,69.74%,$0.19 ,$10.00 
130,Buy,6/13/17 13:00, Buy ,@CL,$37.58 ,$0.00 ,1,($440.38),-1.12%,$240.00 ,36.36%,,$0.19 ,$10.00 
,Sell,6/13/17 17:00,Stop Loss,@CL,$37.16 ,,($420.00),"$40,770.60 ",,($420.00),0.00%,-63.64%,$0.19 ,$10.00 
131,Buy,6/19/17 7:00, Buy ,@CL,$36.15 ,$0.00 ,1,($260.38),-0.66%,$160.00 ,40.00%,,$0.19 ,$10.00 
,Sell,6/19/17 12:00,Stop Loss,@CL,$35.91 ,,($240.00),"$40,510.22 ",,($240.00),0.00%,-60.00%,$0.19 ,$10.00 
132,Sell Short,6/19/17 14:00, Sell ,@CL,$35.64 ,$0.00 ,1,$19.62 ,0.11%,$350.00 ,71.43%,,$0.19 ,$10.00 
,Buy to Cover,6/20/17 4:00,Exit Short,@CL,$35.60 ,,$40.00 ,"$40,529.84 ",,($140.00),36.73%,8.16%,$0.19 ,$10.00 
133,Buy,6/23/17 12:00, Buy ,@CL,$34.16 ,$0.00 ,1,($320.38),-0.88%,$70.00 ,18.92%,,$0.19 ,$10.00 
,Sell,6/23/17 14:00,Stop Loss,@CL,$33.86 ,,($300.00),"$40,209.46 ",,($300.00),0.00%,-81.08%,$0.19 ,$10.00 
134,Buy,6/25/17 19:00, Buy ,@CL,$34.19 ,$0.00 ,1,($60.38),-0.12%,$490.00 ,90.74%,,$0.19 ,$10.00 
,Sell,6/26/17 8:00,Exit Long,@CL,$34.15 ,,($40.00),"$40,149.08 ",,($50.00),1.85%,-7.41%,$0.19 ,$10.00 
135,Sell Short,7/6/17 15:00, Sell ,@CL,$36.37 ,$0.00 ,1,$599.62 ,1.70%,"$1,290.00 ",85.43%,,$0.19 ,$10.00 
,Buy to Cover,7/7/17 10:00,Exit Short,@CL,$35.75 ,,$620.00 ,"$40,748.70 ",,($220.00),55.63%,41.06%,$0.19 ,$10.00 
136,Buy,7/13/17 12:00, Buy ,@CL,$36.93 ,$0.00 ,1,$189.62 ,0.57%,$820.00 ,89.13%,,$0.19 ,$10.00 
,Sell,7/14/17 10:00,Exit Long,@CL,$37.14 ,,$210.00 ,"$40,938.32 ",,($100.00),33.70%,22.83%,$0.19 ,$10.00 
137,Sell Short,8/8/17 11:00, Sell ,@CL,$39.91 ,$0.00 ,1,($500.38),-1.20%,$230.00 ,32.39%,,$0.19 ,$10.00 
,Buy to Cover,8/8/17 12:00,Stop Loss,@CL,$40.39 ,,($480.00),"$40,437.94 ",,($480.00),0.00%,-67.61%,$0.19 ,$10.00 
138,Buy,9/7/17 13:00, Buy ,@CL,$39.83 ,$0.00 ,1,($440.38),-1.05%,$100.00 ,19.23%,,$0.19 ,$10.00 
,Sell,9/8/17 5:00,Stop Loss,@CL,$39.41 ,,($420.00),"$39,997.56 ",,($420.00),0.00%,-80.77%,$0.19 ,$10.00 
139,Buy,9/12/17 19:00, Buy ,@CL,$39.01 ,$0.00 ,1,($210.38),-0.49%,$20.00 ,9.52%,,$0.19 ,$10.00 
,Sell,9/13/17 4:00,Stop Loss,@CL,$38.82 ,,($190.00),"$39,787.18 ",,($190.00),0.00%,-90.48%,$0.19 ,$10.00 
140,Buy,9/13/17 6:00, Buy ,@CL,$39.21 ,$0.00 ,1,"$1,389.62 ",3.60%,"$1,960.00 ",98.00%,,$0.19 ,$10.00 
,Sell,9/14/17 14:00,Exit Long,@CL,$40.62 ,,"$1,410.00 ","$41,176.80 ",,($40.00),72.50%,70.50%,$0.19 ,$10.00 
141,Buy,9/18/17 15:00, Buy ,@CL,$40.57 ,$0.00 ,1,($140.38),-0.30%,$370.00 ,57.81%,,$0.19 ,$10.00 
,Sell,9/19/17 11:00,Exit Long,@CL,$40.45 ,,($120.00),"$41,036.42 ",,($270.00),23.44%,-18.75%,$0.19 ,$10.00 
142,Sell Short,9/19/17 12:00, Sell ,@CL,$40.30 ,$0.00 ,1,($110.38),-0.22%,$450.00 ,69.23%,,$0.19 ,$10.00 
,Buy to Cover,9/19/17 19:00,Exit Short,@CL,$40.39 ,,($90.00),"$40,926.04 ",,($200.00),16.92%,-13.85%,$0.19 ,$10.00 
143,Sell Short,10/2/17 7:00, Sell ,@CL,$41.44 ,$0.00 ,1,$759.62 ,1.88%,"$1,250.00 ",98.43%,,$0.19 ,$10.00 
,Buy to Cover,10/2/17 14:00,Exit Short,@CL,$40.66 ,,$780.00 ,"$41,685.66 ",,($20.00),62.99%,61.42%,$0.19 ,$10.00 
144,Buy,10/24/17 7:00, Buy ,@CL,$42.04 ,$0.00 ,1,($150.38),-0.31%,$300.00 ,60.00%,,$0.19 ,$10.00 
,Sell,10/24/17 12:00,Exit Long,@CL,$41.91 ,,($130.00),"$41,535.28 ",,($200.00),14.00%,-26.00%,$0.19 ,$10.00 
145,Sell Short,11/13/17 13:00, Sell ,@CL,$46.55 ,$0.00 ,1,$869.62 ,1.91%,"$1,480.00 ",84.09%,,$0.19 ,$10.00 
,Buy to Cover,11/14/17 16:00,Exit Short,@CL,$45.66 ,,$890.00 ,"$42,404.90 ",,($280.00),66.48%,50.57%,$0.19 ,$10.00 
146,Sell Short,11/16/17 9:00, Sell ,@CL,$45.02 ,$0.00 ,1,($240.38),-0.49%,$170.00 ,43.59%,,$0.19 ,$10.00 
,Buy to Cover,11/16/17 11:00,Stop Loss,@CL,$45.24 ,,($220.00),"$42,164.52 ",,($220.00),0.00%,-56.41%,$0.19 ,$10.00 
147,Sell Short,11/29/17 7:00, Sell ,@CL,$47.18 ,$0.00 ,1,($180.38),-0.34%,$20.00 ,11.11%,,$0.19 ,$10.00 
,Buy to Cover,11/29/17 7:00,Stop Loss,@CL,$47.34 ,,($160.00),"$41,984.14 ",,($160.00),0.00%,-88.89%,$0.19 ,$10.00 
148,Sell Short,12/6/17 6:00, Sell ,@CL,$46.95 ,$0.00 ,1,$999.62 ,2.17%,"$1,430.00 ",98.62%,,$0.19 ,$10.00 
,Buy to Cover,12/7/17 7:00,Exit Short,@CL,$45.93 ,,"$1,020.00 ","$42,983.76 ",,($20.00),71.72%,70.34%,$0.19 ,$10.00 
149,Buy,12/20/17 13:00, Buy ,@CL,$47.56 ,$0.00 ,1,$39.62 ,0.13%,$290.00 ,87.88%,,$0.19 ,$10.00 
